country,iso2c,iso3c,year,GDP_pc
Poland,PL,POL,2012,11466.4159300003
Poland,PL,POL,2011,11291.9035865592
Poland,PL,POL,2010,10755.6564372745
Poland,PL,POL,2009,10419.2148703063
Poland,PL,POL,2008,10139.1191437268
Poland,PL,POL,2007,9731.76945440355
Poland,PL,POL,2006,9084.94921446234
Poland,PL,POL,2005,8554.69389731032
Poland,PL,POL,2004,8261.2274414471
Poland,PL,POL,2003,7864.51826399203
Poland,PL,POL,2002,7593.55965522649
Poland,PL,POL,2001,7438.60343541903
Poland,PL,POL,2000,7344.12076059522
Poland,PL,POL,1999,6950.79773500139
Poland,PL,POL,1998,6641.0853123273
Poland,PL,POL,1997,6348.84121749564
Poland,PL,POL,1996,5968.11435672164
Poland,PL,POL,1995,5628.44623895876
Poland,PL,POL,1994,5262.31523543937
Poland,PL,POL,1993,5008.34908919128
Poland,PL,POL,1992,4840.16858550087
Poland,PL,POL,1991,4735.92769826406
Poland,PL,POL,1990,5111.3453296443
Poland,PL,POL,1989,
Poland,PL,POL,1988,
Poland,PL,POL,1987,
Poland,PL,POL,1986,
Poland,PL,POL,1985,
Poland,PL,POL,1984,
Poland,PL,POL,1983,
Poland,PL,POL,1982,
Poland,PL,POL,1981,
Poland,PL,POL,1980,
Poland,PL,POL,1979,
Poland,PL,POL,1978,
Poland,PL,POL,1977,
Poland,PL,POL,1976,
Poland,PL,POL,1975,
Poland,PL,POL,1974,
Poland,PL,POL,1973,
Poland,PL,POL,1972,
Poland,PL,POL,1971,
Poland,PL,POL,1970,
Poland,PL,POL,1969,
Poland,PL,POL,1968,
Poland,PL,POL,1967,
Poland,PL,POL,1966,
Poland,PL,POL,1965,
Poland,PL,POL,1964,
Poland,PL,POL,1963,
Poland,PL,POL,1962,
Poland,PL,POL,1961,
Poland,PL,POL,1960,
Portugal,PT,PRT,2021,20831.0870139963
Portugal,PT,PRT,2020,19802.2290212165
Portugal,PT,PRT,2019,21617.411624379
Portugal,PT,PRT,2018,21057.6174784232
Portugal,PT,PRT,2017,20441.4858041084
Portugal,PT,PRT,2016,19700.9100016775
Portugal,PT,PRT,2015,19250.1065376852
Portugal,PT,PRT,2014,18833.0518281692
Portugal,PT,PRT,2013,18584.5540451703
Portugal,PT,PRT,2012,18654.9575281944
Portugal,PT,PRT,2011,19365.1816488681
Portugal,PT,PRT,2010,19670.3610686333
Portugal,PT,PRT,2009,19343.2800499088
Portugal,PT,PRT,2008,19985.6983319711
Portugal,PT,PRT,2007,19950.8440966199
Portugal,PT,PRT,2006,19501.2330070103
Portugal,PT,PRT,2005,19224.0346513314
Portugal,PT,PRT,2004,19110.3208431632
Portugal,PT,PRT,2003,18819.4437376393
Portugal,PT,PRT,2002,19067.6554332118
Portugal,PT,PRT,2001,19025.6956905388
Portugal,PT,PRT,2000,18795.0311479834
Portugal,PT,PRT,1999,18231.8397637454
Portugal,PT,PRT,1998,17645.9058269451
Portugal,PT,PRT,1997,16921.7219436809
Portugal,PT,PRT,1996,16280.9371518353
Portugal,PT,PRT,1995,15788.983105782
Portugal,PT,PRT,1994,15193.0547380182
Portugal,PT,PRT,1993,15088.4139631035
Portugal,PT,PRT,1992,15421.9948914487
Portugal,PT,PRT,1991,15243.9300420508
Portugal,PT,PRT,1990,14572.2883800743
Portugal,PT,PRT,1989,13987.9651374039
Portugal,PT,PRT,1988,13122.4021364501
Portugal,PT,PRT,1987,12195.4386205377
Portugal,PT,PRT,1986,11460.7944819143
Portugal,PT,PRT,1985,11015.093122822
Portugal,PT,PRT,1984,10743.643691008
Portugal,PT,PRT,1983,10991.6795212773
Portugal,PT,PRT,1982,11061.945286557
Portugal,PT,PRT,1981,10897.0840219598
Portugal,PT,PRT,1980,10816.951805302
Portugal,PT,PRT,1979,10454.7601158669
Portugal,PT,PRT,1978,10003.3544084642
Portugal,PT,PRT,1977,9834.92253552141
Portugal,PT,PRT,1976,9412.55413328769
Portugal,PT,PRT,1975,9059.00711449848
Portugal,PT,PRT,1974,9837.61577783563
Portugal,PT,PRT,1973,9863.07891409919
Portugal,PT,PRT,1972,8872.3656798488
Portugal,PT,PRT,1971,8201.29628092282
Portugal,PT,PRT,1970,7658.74428957813
Portugal,PT,PRT,1969,6740.95674032344
Portugal,PT,PRT,1968,6541.99548600688
Portugal,PT,PRT,1967,5983.05261747177
Portugal,PT,PRT,1966,5528.15176684244
Portugal,PT,PRT,1965,5271.6466728634
Portugal,PT,PRT,1964,4885.31011494773
Portugal,PT,PRT,1963,4597.86106596883
Portugal,PT,PRT,1962,4360.34054480817
Portugal,PT,PRT,1961,4119.44125388993
Portugal,PT,PRT,1960,3934.94473763665
Romania,RO,ROU,2021,11541.7769263214
Romania,RO,ROU,2020,10898.8316332686
Romania,RO,ROU,2019,11252.7929110931
Romania,RO,ROU,2018,10778.3595556176
Romania,RO,ROU,2017,10105.9343511933
Romania,RO,ROU,2016,9286.51964587238
Romania,RO,ROU,2015,8976.88053477541
Romania,RO,ROU,2014,8661.05068227593
Romania,RO,ROU,2013,8287.18138452781
Romania,RO,ROU,2012,8234.23676535452
Romania,RO,ROU,2011,8042.83716012627
Romania,RO,ROU,2010,7657.47929439108
Romania,RO,ROU,2009,7921.15476241519
Romania,RO,ROU,2008,8314.16384059176
Romania,RO,ROU,2007,7480.51915863672
Romania,RO,ROU,2006,6873.6040957606
Romania,RO,ROU,2005,6325.16917909248
Romania,RO,ROU,2004,6005.86689834886
Romania,RO,ROU,2003,5407.81096158894
Romania,RO,ROU,2002,5246.12721757718
Romania,RO,ROU,2001,4873.05266786281
Romania,RO,ROU,2000,4567.20205083445
Romania,RO,ROU,1999,4451.72539664913
Romania,RO,ROU,1998,4461.54751826786
Romania,RO,ROU,1997,4544.56879046598
Romania,RO,ROU,1996,4762.43746643641
Romania,RO,ROU,1995,4570.14748089464
Romania,RO,ROU,1994,4293.2879625102
Romania,RO,ROU,1993,4124.8636778917
Romania,RO,ROU,1992,4057.22492611179
Romania,RO,ROU,1991,4407.1164580023
Romania,RO,ROU,1990,5017.12005717397
Romania,RO,ROU,1989,
Romania,RO,ROU,1988,
Romania,RO,ROU,1987,
Romania,RO,ROU,1986,
Romania,RO,ROU,1985,
Romania,RO,ROU,1984,
Romania,RO,ROU,1983,
Romania,RO,ROU,1982,
Romania,RO,ROU,1981,
Romania,RO,ROU,1980,
Romania,RO,ROU,1979,
Romania,RO,ROU,1978,
Romania,RO,ROU,1977,
Romania,RO,ROU,1976,
Romania,RO,ROU,1975,
Romania,RO,ROU,1974,
Romania,RO,ROU,1973,
Romania,RO,ROU,1972,
Romania,RO,ROU,1971,
Romania,RO,ROU,1970,
Romania,RO,ROU,1969,
Romania,RO,ROU,1968,
Romania,RO,ROU,1967,
Romania,RO,ROU,1966,
Romania,RO,ROU,1965,
Romania,RO,ROU,1964,
Romania,RO,ROU,1963,
Romania,RO,ROU,1962,
Romania,RO,ROU,1961,
Romania,RO,ROU,1960,
Slovak Republic,SK,SVK,2021,18181.1969542578
Slovak Republic,SK,SVK,2020,17611.7568566409
Slovak Republic,SK,SVK,2019,18242.4950003779
Slovak Republic,SK,SVK,2018,17818.2341072167
Slovak Republic,SK,SVK,2017,17151.652477668
Slovak Republic,SK,SVK,2016,16687.9844571492
Slovak Republic,SK,SVK,2015,16390.8821748507
Slovak Republic,SK,SVK,2014,15600.3671671802
Slovak Republic,SK,SVK,2013,15205.3955780546
Slovak Republic,SK,SVK,2012,15126.0352987762
Slovak Republic,SK,SVK,2011,14954.577975505
Slovak Republic,SK,SVK,2010,14584.2606782101
Slovak Republic,SK,SVK,2009,13679.0844080915
Slovak Republic,SK,SVK,2008,14487.7065317766
Slovak Republic,SK,SVK,2007,13734.4555495321
Slovak Republic,SK,SVK,2006,12395.7521809663
Slovak Republic,SK,SVK,2005,11425.9001472696
Slovak Republic,SK,SVK,2004,10717.1731711207
Slovak Republic,SK,SVK,2003,10177.7214189548
Slovak Republic,SK,SVK,2002,9640.86530132502
Slovak Republic,SK,SVK,2001,9221.521860824
Slovak Republic,SK,SVK,2000,8914.59898415289
Slovak Republic,SK,SVK,1999,8799.88587594508
Slovak Republic,SK,SVK,1998,8818.21082633927
Slovak Republic,SK,SVK,1997,8484.2207773607
Slovak Republic,SK,SVK,1996,8024.38753090397
Slovak Republic,SK,SVK,1995,7542.11102831392
Slovak Republic,SK,SVK,1994,7146.60268298447
Slovak Republic,SK,SVK,1993,6755.5989457269
Slovak Republic,SK,SVK,1992,6654.90412722313
Slovak Republic,SK,SVK,1991,
Slovak Republic,SK,SVK,1990,
Slovak Republic,SK,SVK,1989,
Slovak Republic,SK,SVK,1988,
Slovak Republic,SK,SVK,1987,
Slovak Republic,SK,SVK,1986,
Slovak Republic,SK,SVK,1985,
Slovak Republic,SK,SVK,1984,
Slovak Republic,SK,SVK,1983,
Slovak Republic,SK,SVK,1982,
Slovak Republic,SK,SVK,1981,
Slovak Republic,SK,SVK,1980,
Slovak Republic,SK,SVK,1979,
Slovak Republic,SK,SVK,1978,
Slovak Republic,SK,SVK,1977,
Slovak Republic,SK,SVK,1976,
Slovak Republic,SK,SVK,1975,
Slovak Republic,SK,SVK,1974,
Slovak Republic,SK,SVK,1973,
Slovak Republic,SK,SVK,1972,
Slovak Republic,SK,SVK,1971,
Slovak Republic,SK,SVK,1970,
Slovak Republic,SK,SVK,1969,
Slovak Republic,SK,SVK,1968,
Slovak Republic,SK,SVK,1967,
Slovak Republic,SK,SVK,1966,
Slovak Republic,SK,SVK,1965,
Slovak Republic,SK,SVK,1964,
Slovak Republic,SK,SVK,1963,
Slovak Republic,SK,SVK,1962,
Slovak Republic,SK,SVK,1961,
Slovak Republic,SK,SVK,1960,
Slovenia,SI,SVN,2021,24744.841297261
Slovenia,SI,SVN,2020,22928.7627401934
Slovenia,SI,SVN,2019,24125.3920363107
Slovenia,SI,SVN,2018,23483.529124564
Slovenia,SI,SVN,2017,22563.7589398118
Slovenia,SI,SVN,2016,21541.176421949
Slovenia,SI,SVN,2015,20890.1664304173
Slovenia,SI,SVN,2014,20453.8333877187
Slovenia,SI,SVN,2013,19922.474290455
Slovenia,SI,SVN,2012,20157.0052544663
Slovenia,SI,SVN,2011,20746.988405299
Slovenia,SI,SVN,2010,20612.5895305308
Slovenia,SI,SVN,2009,20428.1698595221
Slovenia,SI,SVN,2008,22296.7049968231
Slovenia,SI,SVN,2007,21574.7534360106
Slovenia,SI,SVN,2006,20280.1519045957
Slovenia,SI,SVN,2005,19239.3999078218
Slovenia,SI,SVN,2004,18567.5622059245
Slovenia,SI,SVN,2003,17803.3779818988
Slovenia,SI,SVN,2002,17301.9338072883
Slovenia,SI,SVN,2001,16736.6666048821
Slovenia,SI,SVN,2000,16240.6568860495
Slovenia,SI,SVN,1999,15711.81638306
Slovenia,SI,SVN,1998,14927.0344967417
Slovenia,SI,SVN,1997,14421.5753234248
Slovenia,SI,SVN,1996,13709.8774257127
Slovenia,SI,SVN,1995,13276.0730865709
Slovenia,SI,SVN,1994,
Slovenia,SI,SVN,1993,
Slovenia,SI,SVN,1992,
Slovenia,SI,SVN,1991,
Slovenia,SI,SVN,1990,
Slovenia,SI,SVN,1989,
Slovenia,SI,SVN,1988,
Slovenia,SI,SVN,1987,
Slovenia,SI,SVN,1986,
Slovenia,SI,SVN,1985,
Slovenia,SI,SVN,1984,
Slovenia,SI,SVN,1983,
Slovenia,SI,SVN,1982,
Slovenia,SI,SVN,1981,
Slovenia,SI,SVN,1980,
Slovenia,SI,SVN,1979,
Slovenia,SI,SVN,1978,
Slovenia,SI,SVN,1977,
Slovenia,SI,SVN,1976,
Slovenia,SI,SVN,1975,
Slovenia,SI,SVN,1974,
Slovenia,SI,SVN,1973,
Slovenia,SI,SVN,1972,
Slovenia,SI,SVN,1971,
Slovenia,SI,SVN,1970,
Slovenia,SI,SVN,1969,
Slovenia,SI,SVN,1968,
Slovenia,SI,SVN,1967,
Slovenia,SI,SVN,1966,
Slovenia,SI,SVN,1965,
Slovenia,SI,SVN,1964,
Slovenia,SI,SVN,1963,
Slovenia,SI,SVN,1962,
Slovenia,SI,SVN,1961,
Slovenia,SI,SVN,1960,
Sweden,SE,SWE,2021,54262.4390838963
Sweden,SE,SWE,2020,51952.6731328342
Sweden,SE,SWE,2019,53490.3518198746
Sweden,SE,SWE,2018,52983.0068617482
Sweden,SE,SWE,2017,52576.8102821051
Sweden,SE,SWE,2016,51955.8610703634
Sweden,SE,SWE,2015,51545.4836095322
Sweden,SE,SWE,2014,49855.301012313
Sweden,SE,SWE,2013,49048.8187500238
Sweden,SE,SWE,2012,48885.5484179725
Sweden,SE,SWE,2011,49539.9726076492
Sweden,SE,SWE,2010,48369.9100407876
Sweden,SE,SWE,2009,46043.4809449994
Sweden,SE,SWE,2008,48544.1158941036
Sweden,SE,SWE,2007,49145.1958332412
Sweden,SE,SWE,2006,47864.8108642309
Sweden,SE,SWE,2005,45990.3743263984
Sweden,SE,SWE,2004,44891.323206397
Sweden,SE,SWE,2003,43194.9261684047
Sweden,SE,SWE,2002,42377.119637975
Sweden,SE,SWE,2001,41601.3076782847
Sweden,SE,SWE,2000,41117.1524303504
Sweden,SE,SWE,1999,39309.5970016519
Sweden,SE,SWE,1998,37737.4622753825
Sweden,SE,SWE,1997,36197.6342064807
Sweden,SE,SWE,1996,35139.4029916108
Sweden,SE,SWE,1995,34648.1189154575
Sweden,SE,SWE,1994,33511.6487224481
Sweden,SE,SWE,1993,32474.4299146671
Sweden,SE,SWE,1992,33352.5383635834
Sweden,SE,SWE,1991,33941.9851819102
Sweden,SE,SWE,1990,34570.3057339939
Sweden,SE,SWE,1989,34577.4837345325
Sweden,SE,SWE,1988,33908.7385537576
Sweden,SE,SWE,1987,33214.9576323827
Sweden,SE,SWE,1986,32244.5427172446
Sweden,SE,SWE,1985,31472.5916095749
Sweden,SE,SWE,1984,30857.9705441183
Sweden,SE,SWE,1983,29632.6983848712
Sweden,SE,SWE,1982,29093.1613210421
Sweden,SE,SWE,1981,28750.8038276117
Sweden,SE,SWE,1980,28654.9710634965
Sweden,SE,SWE,1979,28233.2417691962
Sweden,SE,SWE,1978,27248.574338554
Sweden,SE,SWE,1977,26857.5992015998
Sweden,SE,SWE,1976,27390.3768576514
Sweden,SE,SWE,1975,27202.3438863705
Sweden,SE,SWE,1974,26630.7799151019
Sweden,SE,SWE,1973,25880.4576182711
Sweden,SE,SWE,1972,24935.6623161897
Sweden,SE,SWE,1971,24449.8627753744
Sweden,SE,SWE,1970,24388.2982101309
Sweden,SE,SWE,1969,22944.5496519972
Sweden,SE,SWE,1968,22004.1547418406
Sweden,SE,SWE,1967,21351.2973543117
Sweden,SE,SWE,1966,20815.227246362
Sweden,SE,SWE,1965,20583.8667315087
Sweden,SE,SWE,1964,20013.8211147241
Sweden,SE,SWE,1963,18876.3227449503
Sweden,SE,SWE,1962,18022.7749590695
Sweden,SE,SWE,1961,17382.1380092371
Sweden,SE,SWE,1960,16525.3610487407
